EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
800443,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/06/2019,752,Winter Weather, , ,0,0,0,0,CA,PST-8, ,133764,Z,511,MTR,0,0,Public, , , , , , , , ,02/06/2019,753, , , , ,"Estimate of 3 inches of snow on Mt Diablo summit trail 24 hours after snow fell.","A mid/upper low with a very cold airmass moved through in early February bringing snow to lower elevation peaks across the region prompting a rare Winter Weather Advisory. Junipero Serra Peak received around a foot of snow. Rainfall just ahead of this system also brought roadway flooding and minor debris flows.",52
800704,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/10/2019,1125,Winter Weather, , ,0,0,0,0,CA,PST-8, ,133800,Z,511,MTR,0,0,Public, , , , , , , , ,02/10/2019,1130, , , , ,"Estimated 1.5 inches of snow on the ground 5 miles N of Milpitas.","A cold front moved through the region into February 10th lowering snow levels below 1500 ft, per the Bodega Bay Profiler. The areas peaks saw another dusting to several inches of snow as a result with Mount Hamilton recording almost 6 inches. Additionally, showers ahead of the front the previous evening caused some minor roadway flooding.",53
800705,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/10/2019,1350,Winter Weather, , ,0,0,0,0,CA,PST-8, ,133800,Z,511,MTR,0,0,Trained Spotter, , , , , , , , ,02/10/2019,1400, , , , ,"New snow 5.5 inches at the Lick Observatory, snow depth 13 inches.","A cold front moved through the region into February 10th lowering snow levels below 1500 ft, per the Bodega Bay Profiler. The areas peaks saw another dusting to several inches of snow as a result with Mount Hamilton recording almost 6 inches. Additionally, showers ahead of the front the previous evening caused some minor roadway flooding.",54
800706,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/10/2019,1358,Winter Weather, , ,0,0,0,0,CA,PST-8, ,133800,Z,511,MTR,0,0,Public, , , , , , , , ,02/10/2019,1400, , , , ,"Snow measured at 1 inch at Charles R Vineyards, 1700 ft elevation.","A cold front moved through the region into February 10th lowering snow levels below 1500 ft, per the Bodega Bay Profiler. The areas peaks saw another dusting to several inches of snow as a result with Mount Hamilton recording almost 6 inches. Additionally, showers ahead of the front the previous evening caused some minor roadway flooding.",55
812916,EAST BAY INTERIOR VALLEYS (ZONE), ,04/24/2019,1500,Heat, , ,0,1,0,0,CA,PST-8, ,135523,Z,510,MTR,0,0,Emergency Manager, , , , , , , , ,04/24/2019,1600, , , , ,"Cal OSHA reported a heat related illness in Pleasanton on the 24th. Afternoon high temperature at the Livermore airport was 92 degrees. Time estimated.","Cal OSHA reported a heat related illness in Pleasanton on the 24th. Afternoon high temperature at the Livermore airport was 92 degrees. Many locations across the interior were in the low 90s with some coastal locations even reaching the 80s. Three daily record high temperatures were either tied or broken.",56
824290,SAN FRANCISCO BAY SHORELINE (ZONE), ,06/10/2019,1400,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,137321,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,06/11/2019,2000, , , , ,"The heat wave across the region triggered power outages knocking out service to 26,400 people across 9 counties on Monday followed by an additional 30,400 on Tuesday https://www.eastbaytimes.com/2019/06/11/pge-transformers-in-bay-area-cant-always-cope-with-heat-waves/?utm_campaign=socialflow&utm_medium=social&utm_source=twitter.com&utm_content=tw-EastBayTimes.","The combination of high pressure and strong offshore flow resulted in an early season heat wave across the Bay Area from June 9th to the 11th. Multiple daily records were broken across the region and multiple power outages were reported due to the heat. Approximately 26,000 people across the region lost power on Monday followed by an additional 30,000 on Tuesday. Three fatalities were reported during the heat event. One man died as a direct result of heat related illness while two others drowned while attempting to cool down during the heat wave. Hot temperatures and dry grass resulted in a vegetation fire that spread to a residence.",57
824291,EAST BAY INTERIOR VALLEYS (ZONE), ,06/10/2019,1400,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,137321,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,06/11/2019,2000, , , , ,"Excessive heat across the region caused 26,400 people to lose power on Monday followed by an additional 30,400 on Tuesdsay https://www.nbcbayarea.com/news/local/The-Heat-is-On-Bay-Area-Expected-to-Continue-Seeing-Scorching-Temperatures-511107952.html.","The combination of high pressure and strong offshore flow resulted in an early season heat wave across the Bay Area from June 9th to the 11th. Multiple daily records were broken across the region and multiple power outages were reported due to the heat. Approximately 26,000 people across the region lost power on Monday followed by an additional 30,000 on Tuesday. Three fatalities were reported during the heat event. One man died as a direct result of heat related illness while two others drowned while attempting to cool down during the heat wave. Hot temperatures and dry grass resulted in a vegetation fire that spread to a residence.",58
824261,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,06/11/2019,1134,Wildfire, , ,0,0,5000,0,CA,PST-8, ,137321,Z,511,MTR,1,0,Fire Department/Rescue, , , , , , , , ,06/11/2019,1501, , , , ,"San Jose Fire Department reported a vegetation fire in the San Jose Foothills that damaged one home. The hot temperatures made fire fighting efforts difficult resulting in one firefighter suffering from heat exhaustion http://www.ktvu.com/news/ktvu-local-news/firefighter-suffers-heat-exhaustion-battling-house-fire-in-east-foothills-of-san-jose.","The combination of high pressure and strong offshore flow resulted in an early season heat wave across the Bay Area from June 9th to the 11th. Multiple daily records were broken across the region and multiple power outages were reported due to the heat. Approximately 26,000 people across the region lost power on Monday followed by an additional 30,000 on Tuesday. Three fatalities were reported during the heat event. One man died as a direct result of heat related illness while two others drowned while attempting to cool down during the heat wave. Hot temperatures and dry grass resulted in a vegetation fire that spread to a residence.",59
841995,EAST BAY INTERIOR VALLEYS (ZONE), ,08/07/2019,1200,Wildfire, , ,0,0,5000,0,CA,PST-8, ,139944,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,08/07/2019,1600, , , , ,"A brush fire in Oakley prompted evacuations and a preemptive power shutoff for 5600 customers. Fire officials said 58 acres were burned and 2 structures were destroyed https://www.nbcbayarea.com/news/local/Firefighters-Battle-Vegetation-Fire-in-Oakley-525973021.html.","A brush fire in Oakley prompted evacuations and a preemptive power shutoff for 5600 customers. Fire officials said 58 acres were burned and 2 structures were destroyed.",60
841940,EAST BAY INTERIOR VALLEYS (ZONE), ,08/14/2019,700,Heat, , ,0,0,0,0,CA,PST-8, ,139940,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,08/16/2019,1500, , , , ,"The start of the school year for some in Pittsburg was delayed due to the heat https://sanfrancisco.cbslocal.com/2019/08/15/heat-wave-liberty-high-brentwood-early-practice-pittsburg-highlands-elementary-postponed/.","High pressure building over the Desert Southwest brought a heat wave to the Bay Area in mid August. Multiple daily high temperature records were broken across the region. Heat prompted the delay of the school year for some students. Additionally, the heat caused a large power outage in the East Bay leaving thousands of residents without power.",61
841937,EAST BAY INTERIOR VALLEYS (ZONE), ,08/14/2019,1630,Heat, , ,0,0,0,0,CA,PST-8, ,139940,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,08/14/2019,2200, , , , ,"Heat caused multiple power outages across portions of the East Bay leaving thousands of residents without power https://www.kron4.com/news/bay-area/extreme-heat-causes-major-power-outage-in-danville/.","High pressure building over the Desert Southwest brought a heat wave to the Bay Area in mid August. Multiple daily high temperature records were broken across the region. Heat prompted the delay of the school year for some students. Additionally, the heat caused a large power outage in the East Bay leaving thousands of residents without power.",62
854840,EAST BAY INTERIOR VALLEYS (ZONE), ,10/10/2019,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,142397,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,10/10/2019,1630, , , , ,"A small wildfire broke out in the hills near Moraga overnight prompting evacuations for nearby homes. Ultimately no structures were destroyed https://www.eastbaytimes.com/2019/10/10/fire-crews-battle-merrill-fire-in-moraga/.","Strong and gusty northerly winds developed over the North and East Bay Hills. This along with a very dry airmass over the region, created critical fire weather conditions for the greater Bay Area. Scattered wildfires broke out across Northern California on Thursday the 10th at least one of which prompted the issuance of evacuations.",63
855146,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,10/24/2019,2040,Wildfire, , ,0,0,0,0,CA,PST-8, ,142459,Z,511,MTR,0,0,Fire Department/Rescue, , , , , , , , ,10/27/2019,1258, , , , ,"Under critical fire weather conditions a wildfire broke out southeast of Livermore in Alameda County. The Mines Fire burned 35 acres https://www.fire.ca.gov/incidents/2019/10/24/mines-fire/.","A series of offshore wind events plagued much of California towards the end of October. Cut off lows (also known as insider sliders) moved into the Great Basin as an upper ridge sat over the eastern Pacific. Strong surface high pressure also building over the Great Basin and a trough along the California coast provided the set up for strong and dry offshore winds over the greater Bay Area. Two more such events would go on to occur before the end of the month providing what would be historic critical fire weather conditions for the region. The first event brought strong N to NE winds to the region, particularly the North Bay, where gusts of 50 to 70 mph were observed. Healdsburg Hills North Station had a peak gust of 76 mph the night of the 23rd. These conditions fed the rapid growth of the Kincade Fire that broke out late in the evening on the 23rd, and at the end of the month was still burning. Additionally, near record breaking high temperatures were observed in parts of the area on the 24th and 25th. Prior to the event PG&E shut off power to  roughly 1 million people across the state of California.",64
855275,EAST BAY INTERIOR VALLEYS (ZONE), ,10/27/2019,750,Wildfire, , ,0,0,0,0,CA,PST-8, ,142493,Z,510,MTR,0,0,Fire Department/Rescue, , , , , , , , ,10/28/2019,2226, , , , ,"Several wildfires broke out into Sunday morning around the region. One of them (Cypress Complex) was sparked early Sunday morning prompting the issuance of limited evacuations of nearby neighborhoods. Ultimately no structures were destroyed https://www.fire.ca.gov/incidents/2019/10/27/cypress-complex/.","A series of offshore wind events plagued much of California towards the end of October. Cut off lows (also known as insider sliders) moved into the Great Basin as an upper ridge sat over the eastern Pacific. Strong surface high pressure also building over the Great Basin and a trough along the California coast provided the set up for one of the strongest dry offshore winds over the greater Bay Area since the 2017 North Bay Fires. Winds remained elevated for at least 24 hours with gusts in the hills 60 to 80 mph. A peak gust of 102 mph was recorded near the Kincade Fire. These winds promoted rapid growth of the Kincade Fire and along with very dry conditions allowed for multiple new wildfires to spark in the greater Bay Area. A large amount of the community in Sonoma County was evacuated downwind of the Kincade Fire in response. Prior to the event PG&E shut off power to over 2 million people across the state of California.",65
855281,EAST BAY INTERIOR VALLEYS (ZONE), ,10/27/2019,1030,Wildfire, , ,0,0,0,0,CA,PST-8, ,142493,Z,510,MTR,0,0,Fire Department/Rescue, , , , , , , , ,10/29/2019,1050, , , , ,"Two fires sparked around the same time Sunday morning opposite of the Carquinez Strait one in Vallejo and the other in Crockett. The fire on the Contra Costa County side was named the Sky Fire. Both fires caused evacuations in Contra Costa and Solano Counties while shutting down I-80 and the Carquinez Bridge. The Sky Fire in the end burned around 150 acres and did not damage any structures https://www.fire.ca.gov/incidents/2019/10/27/sky-fire/ |https://www.sfchronicle.com/california-wildfires/article/Vallejo-Fire-Interstate-80-Carquinez-Bridge-14566204.php.","A series of offshore wind events plagued much of California towards the end of October. Cut off lows (also known as insider sliders) moved into the Great Basin as an upper ridge sat over the eastern Pacific. Strong surface high pressure also building over the Great Basin and a trough along the California coast provided the set up for one of the strongest dry offshore winds over the greater Bay Area since the 2017 North Bay Fires. Winds remained elevated for at least 24 hours with gusts in the hills 60 to 80 mph. A peak gust of 102 mph was recorded near the Kincade Fire. These winds promoted rapid growth of the Kincade Fire and along with very dry conditions allowed for multiple new wildfires to spark in the greater Bay Area. A large amount of the community in Sonoma County was evacuated downwind of the Kincade Fire in response. Prior to the event PG&E shut off power to over 2 million people across the state of California.",66
855322,EAST BAY INTERIOR VALLEYS (ZONE), ,10/27/2019,1300,Wildfire, , ,0,0,0,0,CA,PST-8, ,142493,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,10/27/2019,1800, , , , ,"Two fires broke out on either side of Hwy 24 in Lafayette and Martinez. The Lafayette Fire was named the Pleasant Fire prompted evacuations. The fire grew to 7 acres and burned three structures including a Lafayette Tennis Club Building and one home https://www.latimes.com/california/story/2019-10-27/east-bay-fire-prompts-evacuations-in-lafayette.","A series of offshore wind events plagued much of California towards the end of October. Cut off lows (also known as insider sliders) moved into the Great Basin as an upper ridge sat over the eastern Pacific. Strong surface high pressure also building over the Great Basin and a trough along the California coast provided the set up for one of the strongest dry offshore winds over the greater Bay Area since the 2017 North Bay Fires. Winds remained elevated for at least 24 hours with gusts in the hills 60 to 80 mph. A peak gust of 102 mph was recorded near the Kincade Fire. These winds promoted rapid growth of the Kincade Fire and along with very dry conditions allowed for multiple new wildfires to spark in the greater Bay Area. A large amount of the community in Sonoma County was evacuated downwind of the Kincade Fire in response. Prior to the event PG&E shut off power to over 2 million people across the state of California.",67
855360,SAN FRANCISCO BAY SHORELINE (ZONE), ,10/27/2019,1345,Wildfire, , ,0,0,0,0,CA,PST-8, ,142493,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,10/27/2019,1900, , , , ,"A fire broke out in a residential neighborhood in Milpitas. One home was destroyed and 3 others were damaged https://www.mercurynews.com/2019/10/27/four-structures-on-fire-in-milpitas-neighborhood/.","A series of offshore wind events plagued much of California towards the end of October. Cut off lows (also known as insider sliders) moved into the Great Basin as an upper ridge sat over the eastern Pacific. Strong surface high pressure also building over the Great Basin and a trough along the California coast provided the set up for one of the strongest dry offshore winds over the greater Bay Area since the 2017 North Bay Fires. Winds remained elevated for at least 24 hours with gusts in the hills 60 to 80 mph. A peak gust of 102 mph was recorded near the Kincade Fire. These winds promoted rapid growth of the Kincade Fire and along with very dry conditions allowed for multiple new wildfires to spark in the greater Bay Area. A large amount of the community in Sonoma County was evacuated downwind of the Kincade Fire in response. Prior to the event PG&E shut off power to over 2 million people across the state of California.",68
855317,EAST BAY INTERIOR VALLEYS (ZONE), ,10/27/2019,1500,Wildfire, , ,0,0,0,0,CA,PST-8, ,142493,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,10/27/2019,1700, , , , ,"A wildfire broke out in Martinez Sunday afternoon prompting evacuations in nearby residential areas. Named the Forest Fire, it burned about 50 acres but no structures were destroyed and no injuries reported https://sanfrancisco.cbslocal.com/2019/10/27/fire-rapid-spread-forces-evacuations-martinez-alhambra-ave/.","A series of offshore wind events plagued much of California towards the end of October. Cut off lows (also known as insider sliders) moved into the Great Basin as an upper ridge sat over the eastern Pacific. Strong surface high pressure also building over the Great Basin and a trough along the California coast provided the set up for one of the strongest dry offshore winds over the greater Bay Area since the 2017 North Bay Fires. Winds remained elevated for at least 24 hours with gusts in the hills 60 to 80 mph. A peak gust of 102 mph was recorded near the Kincade Fire. These winds promoted rapid growth of the Kincade Fire and along with very dry conditions allowed for multiple new wildfires to spark in the greater Bay Area. A large amount of the community in Sonoma County was evacuated downwind of the Kincade Fire in response. Prior to the event PG&E shut off power to over 2 million people across the state of California.",69
860259,EAST BAY INTERIOR VALLEYS (ZONE), ,11/16/2019,25,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,510,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,845, , , , ,"Livermore Airport ASOS recorded reduced visibilities down to 1/4 mile or less due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",70
860254,SAN FRANCISCO BAY SHORELINE (ZONE), ,11/16/2019,230,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,508,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,1020, , , , ,"San Francisco Airport ASOS recorded reduced visibilities to 1/4 mile or less due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",71
860261,EAST BAY INTERIOR VALLEYS (ZONE), ,11/16/2019,512,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,510,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,545, , , , ,"Concord Airport ASOS recorded reduced visibilities of 1/4 mile due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",72
860255,SAN FRANCISCO BAY SHORELINE (ZONE), ,11/16/2019,515,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,508,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,835, , , , ,"Oakland Airport ASOS recorded reduced visibilities due to dense fog. The majority of the time period saw visibility down to 1/4 mile.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",73
860262,EAST BAY INTERIOR VALLEYS (ZONE), ,11/16/2019,700,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,510,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,800, , , , ,"Concord Airport ASOS recorded reduced visibilities of 1/4 mile due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",74
860189,ALAMEDA CO.,OAKLAND,11/26/2019,2300,Hail,0.25, ,0,0,0,0,CA,PST-8, ,143377,C,1,MTR,0,0,Public, , , ,1,WSW,1,WSW,OAKLAND,11/26/2019,2305,37.7745,-122.2369,37.7745,-122.2369,"Public reporting pea-sized hail in Alameda. Reported via twitter.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",75
864881,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/08/2019,2350,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,853, , , , ,"Oakland Airport ASOS recorded visibility down to a quarter mile or less during the majority of this time period.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",76
864883,EAST BAY INTERIOR VALLEYS (ZONE), ,12/09/2019,123,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,510,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,1035, , , , ,"Livermore Airport ASOS recorded visibility down to a quarter mile or less.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",77
864884,EAST BAY INTERIOR VALLEYS (ZONE), ,12/09/2019,128,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,510,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,345, , , , ,"Concord Airport ASOS recorded visibility down to a quarter mile on and off during this time period.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",78
864880,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/09/2019,349,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,750, , , , ,"San Francisco Airport ASOS recorded visibility down to a quarter of a mile or less.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",79
867575,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/16/2020,1100,Heavy Snow, , ,0,0,0,0,CA,PST-8, ,144485,Z,511,MTR,0,0,Law Enforcement, , , , , , , , ,01/16/2020,1130, , , , ,"CHP reports heavy snow on SR-130 near the Lick Observatory on Mount Hamilton. Several inches of snow, could end up being 1 foot.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",80
867580,ALAMEDA CO.,PIEDMONT,01/16/2020,1348,Hail,0.13, ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Trained Spotter, , , ,2,N,2,N,PIEDMONT,01/16/2020,1353,37.849,-122.23,37.849,-122.23,"Rice sized hail reported by spotter.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",81
876363,ALAMEDA CO.,PLEASANTON,03/17/2020,1430,Hail,0.25, ,0,0,0,0,CA,PST-8, ,145892,C,1,MTR,0,0,Newspaper, , , ,0,N,0,N,PLEASANTON,03/17/2020,1440,37.67,-121.88,37.67,-121.88,"Thunderstorm cell moved over the East Bay in the afternoon producing small hail over Livermore and Pleasanton.","A slow moving upper low brought several days of showers across the Greater Bay Area. The system was very slow to exit the region, with lingering instability over the southern portion of the area generating multiple convective cells that produced small hail.",82
891994,EAST BAY INTERIOR VALLEYS (ZONE), ,06/06/2020,1600,Wildfire, , ,0,0,0,0,CA,PST-8, ,148121,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,06/07/2020,0, , , , ,"The Willow Fire broke out in Contra Costa County late Saturday afternoon. Like the other wildfires that day, this one was aided in spread by gusty winds https://www.mercurynews.com/2020/06/06/map-seven-fires-amid-high-winds-in-the-bay-area/. Exact end time uncertain.","An upper low along with a second shortwave trough moved through the region the first weekend of June. A strong onshore pressure gradient brought gusty winds to much of the area. Observations showed gusts of 40 to 60 mph throughout the Bay Area and Central Coast. These winds fueled multiple grass and vegetation fires throughout the area, some of which prompted evacuations.",83
905852,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,07/04/2020,1228,Wildfire, , ,0,0,0,0,CA,PST-8, ,150226,Z,511,MTR,0,0,Fire Department/Rescue, , , , , , , , ,07/05/2020,1930, , , , ,"The Sheridan Fire broke out in dry brush in the hills of Alameda County. Breezy winds initially fueled the spread of the fire before it was contained https://www.fire.ca.gov/incidents/2020/7/4/sheridan-fire/.","A ridge of high pressure over the desert southwest brought warm and dry conditions across the Central Coast and Bay Area around the Fourth of July. A handful of wildfires that broke out that weekend were aided by breezy onshore winds towards the end of the weekend and into the start of the following week. Some of the fires prompted the issuance of evacuations across the region.",84
906066,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,07/04/2020,2200,Wildfire, , ,0,0,0,0,CA,PST-8, ,150226,Z,511,MTR,0,0,Fire Department/Rescue, , , , , , , , ,07/06/2020,1820, , , , ,"The Park Fire broke out over Fourth of July weekend east of Morgan Hill prompting evacuations https://www.fire.ca.gov/incidents/2020/7/5/park-fire/.","A ridge of high pressure over the desert southwest brought warm and dry conditions across the Central Coast and Bay Area around the Fourth of July. A handful of wildfires that broke out that weekend were aided by breezy onshore winds towards the end of the weekend and into the start of the following week. Some of the fires prompted the issuance of evacuations across the region.",85
906079,EAST BAY INTERIOR VALLEYS (ZONE), ,07/06/2020,1300,Wildfire, , ,0,0,0,0,CA,PST-8, ,150226,Z,510,MTR,0,0,Fire Department/Rescue, , , , , , , , ,07/08/2020,1200, , , , ,"The California Fire started in Contra Costa County near I-80. Part of Cummings Skyway near where the fire was burning was closed https://www.fire.ca.gov/incidents/2020/7/6/california-fire/. End time is approximate.","A ridge of high pressure over the desert southwest brought warm and dry conditions across the Central Coast and Bay Area around the Fourth of July. A handful of wildfires that broke out that weekend were aided by breezy onshore winds towards the end of the weekend and into the start of the following week. Some of the fires prompted the issuance of evacuations across the region.",86
906087,EAST BAY INTERIOR VALLEYS (ZONE), ,07/20/2020,1315,Wildfire, , ,0,0,0,0,CA,PST-8, ,150285,Z,510,MTR,0,0,Fire Department/Rescue, , , , , , , , ,07/20/2020,1830, , , , ,"The Holland Fire broke out northeast of Brentwood on the 20th prompting evacuations around the area https://www.fire.ca.gov/incidents/2020/7/20/holland-fire/. No structures were ultimately destroyed https://www.eastbaytimes.com/2020/07/20/firefighters-battle-east-contra-costa-grass-fire/.","The Holland Fire broke out northeast of Brentwood in late July. The vegetation fire was fueled by breezy winds that afternoon and prompted evacuations near the Brentwood Marina.",87
912918,SAN FRANCISCO BAY SHORELINE (ZONE), ,08/14/2020,1600,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,150658,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,08/14/2020,1800, , , , ,"Heat wave prompts rolling blackouts across the Bay Area https://abc7news.com/bay-area-heat-wave-rolling-blackouts-california-power-outage-san-francisco/6372015/. Timing estimated.","A prolonged and oppressive heat wave swept the Central Coast and Bay Area for almost a week from August 14th to August 19th with widespread record breaking temperatures observed across the region. This was caused by a strong high pressure system over the Desert Southwest that expanded westward into California. This dome of heat brought hot temperatures to the area for several days. Multiple days of triple digit afternoon highs were recorded inland with some coastal locations even reaching the mid 90s. Several days of hot and dry weather further dried fuels over the area increasing fire danger. During this event, a surge of monsoonal and tropical moisture from a former Tropical Storm advected northward with sufficient instability to generate multiple high based and dry thunderstorms that produced several thousand lightning strikes over the Greater Bay Area. Many locations saw wind gusts of 40-50 mph with isolated areas seeing gusts of 60-75 mph. This prompted the San Francisco Bay Area forecast office to issue a rare severe thunderstorm warning. These lightning strikes in combination with gusty and erratic outflow winds sparked hundreds of wildfires across the state of California. Several smaller fires combined to form complexes some of which are now among the largest wildfires in state history. Most of which were still actively burning at the end of August. Hundreds of thousands of acres have been burned with several hundred structures destroyed as well as a handful of deaths and injuries. Tens of thousands of residents were also forced to evacuate. Additionally, all of these wildfires burning simultaneously across the state gave the Bay Area the worst air quality in the world at one point.",88
908504,ALAMEDA CO.,REDMONT CUT,08/16/2020,312,Thunderstorm Wind,43.00, ,0,0,0,0,CA,PST-8,MG,150658,C,1,MTR,0,0,RAWS, , , ,3,SSW,3,SSW,REDMONT CUT,08/16/2020,412,37.6905,-121.6352,37.6905,-121.6352,"Altamont RAWS station reported gusts.","A prolonged and oppressive heat wave swept the Central Coast and Bay Area for almost a week from August 14th to August 19th with widespread record breaking temperatures observed across the region. This was caused by a strong high pressure system over the Desert Southwest that expanded westward into California. This dome of heat brought hot temperatures to the area for several days. Multiple days of triple digit afternoon highs were recorded inland with some coastal locations even reaching the mid 90s. Several days of hot and dry weather further dried fuels over the area increasing fire danger. During this event, a surge of monsoonal and tropical moisture from a former Tropical Storm advected northward with sufficient instability to generate multiple high based and dry thunderstorms that produced several thousand lightning strikes over the Greater Bay Area. Many locations saw wind gusts of 40-50 mph with isolated areas seeing gusts of 60-75 mph. This prompted the San Francisco Bay Area forecast office to issue a rare severe thunderstorm warning. These lightning strikes in combination with gusty and erratic outflow winds sparked hundreds of wildfires across the state of California. Several smaller fires combined to form complexes some of which are now among the largest wildfires in state history. Most of which were still actively burning at the end of August. Hundreds of thousands of acres have been burned with several hundred structures destroyed as well as a handful of deaths and injuries. Tens of thousands of residents were also forced to evacuate. Additionally, all of these wildfires burning simultaneously across the state gave the Bay Area the worst air quality in the world at one point.",89
